id,gender_encoded,category_bottom,category_footwear,category_top,style_casual,style_formal,style_sportswear
23072,1,1,0,0,0,1,0
42045,1,0,1,0,1,0,0
3362,1,0,0,1,1,0,0
54120,0,0,1,0,1,0,0
9658,1,0,0,1,1,0,0
38608,1,0,0,1,1,0,0
24257,1,0,1,0,1,0,0
10062,1,0,0,1,1,0,0
5095,1,0,0,1,1,0,0
4147,0,0,1,0,0,0,1
15510,1,0,1,0,1,0,0
21725,1,0,0,1,1,0,0
34038,1,0,0,1,1,0,0
28467,0,0,0,1,1,0,0
16368,1,1,0,0,0,1,0
8777,1,0,0,1,1,0,0
4986,1,0,0,1,0,0,1
39727,0,0,0,1,0,1,0
11971,1,0,1,0,0,0,1
44941,1,0,1,0,0,1,0
4388,1,0,0,1,1,0,0
28655,1,0,1,0,0,0,1
2843,1,0,0,1,1,0,0
3991,1,0,0,1,1,0,0
29787,1,0,0,1,1,0,0
13428,1,0,0,1,1,0,0
19112,1,0,0,1,1,0,0
16966,1,0,1,0,0,0,1
32599,0,0,0,1,1,0,0
57932,1,0,0,1,1,0,0
40985,1,0,0,1,1,0,0
36139,1,0,1,0,0,0,1
7169,1,0,0,1,1,0,0
13870,1,0,0,1,1,0,0
19576,0,0,0,1,1,0,0
7955,1,0,0,1,0,0,1
6887,0,0,0,1,1,0,0
22539,0,0,1,0,1,0,0
27877,0,0,0,1,1,0,0
6289,1,0,0,1,1,0,0
19744,1,0,0,1,1,0,0
2629,0,0,1,0,1,0,0
11529,1,0,0,1,1,0,0
1890,1,0,0,1,1,0,0
15189,1,0,0,1,1,0,0
24408,1,0,1,0,0,0,1
20894,1,0,1,0,1,0,0
40971,1,0,1,0,1,0,0
4718,0,0,0,1,1,0,0
12956,1,0,1,0,0,0,1
13884,1,0,0,1,1,0,0
19582,1,0,0,1,1,0,0
26951,0,0,0,1,1,0,0
27883,0,0,0,1,1,0,0
12358,1,0,0,1,0,1,0
9235,1,0,0,1,0,1,0
53768,1,0,0,1,1,0,0
6619,1,0,1,0,0,0,1
54915,1,0,0,1,1,0,0
54129,0,0,1,0,1,0,0
23847,1,0,1,0,0,0,1
9651,1,0,0,1,1,0,0
8783,1,0,0,1,1,0,0
4972,1,0,0,1,1,0,0
38601,1,0,0,1,1,0,0
11985,1,0,1,0,0,0,1
10857,1,0,0,1,1,0,0
10259,1,1,0,0,0,1,0
59404,0,0,0,1,1,0,0
23249,1,0,1,0,0,1,0
3965,0,0,0,1,1,0,0
29773,1,0,0,1,1,0,0
17840,1,0,1,0,0,0,1
9463,1,0,0,1,0,1,0
3159,1,0,1,0,0,0,1
57303,0,0,1,0,1,0,0
11516,0,0,1,0,1,0,0
20251,1,0,0,1,1,0,0
14064,1,0,0,1,1,0,0
5433,1,0,0,1,1,0,0
59299,1,0,0,1,1,0,0
7364,1,0,1,0,1,0,0
47191,1,0,1,0,0,1,0
27848,0,0,0,1,1,0,0
31111,1,1,0,0,1,0,0
13241,1,0,0,1,1,0,0
27074,0,0,1,0,1,0,0
2616,0,0,1,0,0,0,1
43531,0,0,0,1,1,0,0
35783,0,0,1,0,1,0,0
7156,1,0,0,1,1,0,0
22734,0,0,1,0,0,0,1
16501,1,0,0,1,1,0,0
34651,0,0,1,0,0,0,1
6084,1,0,0,1,1,0,0
19549,1,0,0,1,1,0,0
13073,1,0,1,0,1,0,0
57131,0,0,0,1,1,0,0
11724,0,0,0,1,1,0,0
39972,1,0,1,0,1,0,0
34235,1,0,0,1,1,0,0
46615,0,0,1,0,1,0,0
7532,1,0,0,1,0,0,1
22350,1,0,0,1,1,0,0
16165,1,0,1,0,1,0,0
2040,1,0,0,1,1,0,0
30695,0,0,1,0,1,0,0
43367,0,0,1,0,1,0,0
13417,1,0,0,1,1,0,0
27622,1,1,0,0,1,0,0
3192,1,0,0,1,1,0,0
11340,1,1,0,0,1,0,0
10292,0,0,1,0,1,0,0
36562,1,0,0,1,1,0,0
11172,1,0,0,1,1,0,0
39718,0,0,0,1,1,0,0
41602,1,0,0,1,1,0,0
33222,0,0,0,1,1,0,0
34007,0,0,0,1,1,0,0
17285,1,0,0,1,1,0,0
28458,0,1,0,0,0,0,1
22162,1,0,1,0,1,0,0
16357,1,0,0,1,0,1,0
7700,0,0,0,1,1,0,0
2272,1,0,0,1,0,0,1
42087,1,0,1,0,0,0,1
8748,1,0,0,1,1,0,0
17043,1,0,1,0,1,0,0
50784,0,0,1,0,1,0,0
2888,0,0,1,0,1,0,0
16191,1,0,0,1,1,0,0
26704,1,0,1,0,0,0,1
12531,0,0,0,1,1,0,0
42241,0,0,0,1,1,0,0
24053,1,0,0,1,1,0,0
10266,1,0,1,0,1,0,0
15714,1,0,1,0,0,0,1
4343,1,0,1,0,1,0,0
5291,1,0,1,0,0,1,0
10054,1,0,0,1,0,0,1
4171,1,0,1,0,0,0,1
15526,0,0,1,0,1,0,0
6626,1,0,1,0,0,0,1
17271,1,0,0,1,1,0,0
23044,0,1,0,0,1,0,0
22196,1,0,1,0,1,0,0
51464,0,0,0,1,1,0,0
54116,0,0,1,0,1,0,0
30453,1,1,0,0,1,0,0
2286,1,0,0,1,0,0,1
23878,0,0,1,0,1,0,0
31581,1,0,0,1,1,0,0
3354,1,0,0,1,1,0,0
26536,1,0,1,0,1,0,0
12703,0,0,1,0,0,0,1
10430,1,0,0,1,1,0,0
39388,1,1,0,0,1,0,0
14090,1,0,0,1,1,0,0
53757,0,0,1,0,0,0,1
37212,1,0,0,1,1,0,0
4515,1,0,1,0,0,0,1
7390,1,0,1,0,0,1,0
6242,0,0,0,1,1,0,0
17615,1,0,0,1,1,0,0
3730,1,0,0,1,0,0,1
26152,1,1,0,0,0,1,0
12367,1,0,0,1,0,1,0
27080,0,0,1,0,1,0,0
12969,1,0,1,0,0,0,1
35777,1,0,1,0,0,0,1
9804,1,0,0,1,0,1,0
6070,0,0,0,1,1,0,0
26360,0,0,0,1,1,0,0
3502,0,0,0,1,0,0,1
9038,1,0,1,0,0,1,0
54740,1,0,1,0,1,0,0
10602,1,0,0,1,0,0,1
32552,1,0,1,0,1,0,0
15370,0,0,0,1,1,0,0
39986,1,0,1,0,1,0,0
21145,0,0,0,1,1,0,0
4727,1,0,0,1,1,0,0
45400,0,0,1,0,1,0,0
1609,0,0,0,1,0,0,1
59403,0,0,0,1,1,0,0
53139,0,0,1,0,1,0,0
29774,1,0,0,1,1,0,0
3962,0,0,0,1,1,0,0
17847,1,0,1,0,0,0,1
9464,1,0,0,1,0,1,0
12509,1,0,1,0,1,0,0
17249,1,0,0,1,1,0,0
47539,0,0,1,0,1,0,0
29546,1,0,0,1,1,0,0
9656,1,0,0,1,1,0,0
23840,1,0,1,0,1,0,0
18201,1,0,0,1,1,0,0
4975,1,0,0,1,1,0,0
56679,0,0,1,0,1,0,0
24259,1,0,1,0,1,0,0
38606,1,0,0,1,1,0,0
4149,0,0,1,0,0,0,1
10850,1,0,0,1,1,0,0
26956,0,0,0,1,1,0,0
27884,0,0,0,1,0,1,0
3708,1,0,0,1,1,0,0
18665,1,0,1,0,1,0,0
10408,0,0,0,1,1,0,0
1863,1,0,0,1,1,0,0
20893,1,0,1,0,1,0,0
41098,0,0,0,1,1,0,0
15348,1,0,0,1,1,0,0
12951,1,0,0,1,1,0,0
6048,1,0,0,1,1,0,0
13883,1,0,0,1,1,0,0
19585,0,0,0,1,1,0,0
9000,1,0,1,0,1,0,0
27870,0,0,0,1,1,0,0
8314,1,0,0,1,1,0,0
39344,1,0,0,1,1,0,0
1897,1,0,0,1,0,0,1
57109,0,0,0,1,1,0,0
25529,1,0,0,1,1,0,0
40982,1,0,0,1,1,0,0
16539,1,0,0,1,1,0,0
13877,1,0,0,1,1,0,0
19571,1,0,0,1,1,0,0
12199,1,0,0,1,1,0,0
7952,1,0,0,1,0,0,1
6880,0,0,0,1,1,0,0
11378,1,0,0,1,0,1,0
41408,0,0,0,1,1,0,0
2844,1,0,0,1,1,0,0
50748,1,0,1,0,1,0,0
28652,1,0,1,0,0,0,1
29780,1,1,0,0,1,0,0
22368,1,0,0,1,1,0,0
2078,0,0,0,1,0,0,1
19115,1,0,0,1,1,0,0
28460,0,1,0,0,0,0,1
23088,1,1,0,0,1,0,0
43951,0,0,1,0,1,0,0
27428,0,0,0,1,1,0,0
19327,1,0,0,1,1,0,0
11976,1,0,1,0,1,0,0
44348,1,0,0,1,1,0,0
14438,0,0,1,0,1,0,0
46282,0,0,0,1,1,0,0
9803,0,0,0,1,1,0,0
3505,0,0,1,0,1,0,0
13080,1,0,1,0,1,0,0
33487,1,0,0,1,1,0,0
32555,1,0,1,0,1,0,0
40949,1,0,0,1,1,0,0
45407,0,0,1,0,1,0,0
4720,0,0,0,1,1,0,0
21142,0,0,0,1,1,0,0
39981,1,0,1,0,1,0,0
15377,1,0,1,0,1,0,0
10437,1,0,0,1,1,0,0
32767,1,0,0,1,0,1,0
37215,1,0,0,1,1,0,0
14097,1,0,0,1,1,0,0
53750,0,1,0,0,1,0,0
15145,1,0,0,1,1,0,0
4512,0,0,1,0,0,0,1
7397,1,0,1,0,0,1,0
26969,0,0,0,1,1,0,0
17612,0,0,0,1,1,0,0
6245,1,0,0,1,1,0,0
19788,1,0,0,1,1,0,0
12360,1,0,0,1,0,1,0
26155,1,1,0,0,0,1,0
5898,1,0,1,0,1,0,0
10053,0,0,0,1,1,0,0
24266,1,0,0,1,1,0,0
38639,1,0,0,1,1,0,0
23043,0,1,0,0,1,0,0
17276,1,0,0,1,1,0,0
6621,1,0,1,0,0,0,1
51463,0,0,0,1,1,0,0
22191,1,0,1,0,1,0,0
9669,1,0,0,1,1,0,0
54111,0,0,1,0,1,0,0
12704,1,0,1,0,0,0,1
26531,1,0,1,0,1,0,0
31586,1,0,0,1,1,0,0
3353,1,0,0,1,1,0,0
50783,0,0,1,0,1,0,0
16196,1,0,0,1,0,0,1
3161,1,0,1,0,0,0,1
8589,1,0,0,1,1,0,0
12536,0,0,0,1,1,0,0
26703,1,0,1,0,0,0,1
1636,1,0,1,0,0,0,1
10261,1,1,0,0,0,1,0
24054,1,0,0,1,1,0,0
4344,1,0,1,0,0,0,1
15713,1,0,1,0,0,0,1
41605,1,0,0,1,1,0,0
11175,1,0,0,1,1,0,0
11949,1,0,1,0,1,0,0
5050,1,0,1,0,1,0,0
58728,0,0,0,1,1,0,0
17282,1,0,0,1,1,0,0
34000,0,0,0,1,1,0,0
7707,0,1,0,0,1,0,0
16350,1,0,0,1,0,1,0
51497,0,1,0,0,1,0,0
22165,1,0,1,0,1,0,0
2275,1,0,0,1,0,0,1
27417,0,1,0,0,1,0,0
49468,1,0,1,0,1,0,0
22959,1,0,1,0,0,0,1
34232,1,0,0,1,1,0,0
50777,1,0,1,0,0,1,0
22357,1,0,0,1,1,0,0
7535,1,0,0,1,0,0,1
46612,0,0,1,0,1,0,0
27625,1,1,0,0,1,0,0
13410,1,0,0,1,1,0,0
43360,1,0,1,0,0,0,1
2047,1,0,0,1,0,0,1
30692,0,0,1,0,1,0,0
11347,1,1,0,0,1,0,0
41437,1,0,1,0,0,0,1
10295,1,0,1,0,1,0,0
16506,1,1,0,0,1,0,0
22733,1,0,1,0,1,0,0
35784,0,0,1,0,1,0,0
7151,0,0,0,1,1,0,0
46276,0,0,0,1,1,0,0
13848,1,0,0,1,1,0,0
6083,0,0,0,1,1,0,0
13074,1,0,1,0,1,0,0
57136,0,1,0,0,1,0,0
25516,1,0,0,1,1,0,0
59890,0,0,0,1,1,0,0
39975,1,0,1,0,1,0,0
57304,0,0,1,0,1,0,0
11511,0,0,1,0,1,0,0
5434,1,0,0,1,0,0,1
14063,1,0,0,1,1,0,0
20256,1,0,0,1,1,0,0
7363,1,0,1,0,0,1,0
22501,0,0,1,0,1,0,0
31116,1,1,0,0,1,0,0
43536,0,0,0,1,1,0,0
28807,1,0,0,1,1,0,0
2611,0,0,1,0,1,0,0
13246,1,1,0,0,1,0,0
3763,1,0,0,1,1,0,0
26101,1,0,0,1,0,1,0
54521,1,0,1,0,0,0,1
9259,1,0,0,1,0,1,0
16794,1,0,0,1,1,0,0
6211,0,0,0,1,1,0,0
37241,1,0,1,0,1,0,0
5494,1,0,0,1,1,0,0
4546,1,0,1,0,0,0,1
15111,1,1,0,0,0,1,0
10463,1,0,0,1,1,0,0
25784,1,0,0,1,0,1,0
44581,1,1,0,0,1,0,0
21116,0,0,0,1,1,0,0
15323,1,0,0,1,1,0,0
56878,0,0,1,0,1,0,0
4774,0,1,0,0,0,0,1
57196,0,0,0,1,1,0,0
32501,1,0,0,1,1,0,0
11783,1,0,0,1,1,0,0
3551,1,0,1,0,1,0,0
2483,0,0,0,1,1,0,0
30256,1,0,1,0,0,1,0
9857,1,0,0,1,1,0,0
6023,1,0,0,1,1,0,0
15747,1,0,1,0,0,0,1
32959,1,0,0,1,1,0,0
52080,1,0,0,1,1,0,0
53152,1,0,0,1,0,1,0
14695,1,1,0,0,1,0,0
1662,1,0,0,1,0,0,1
30632,1,0,0,1,0,0,1
3135,0,0,1,0,1,0,0
42212,0,0,0,1,1,0,0
17010,0,0,1,0,0,1,0
18864,1,0,0,1,1,0,0
7595,0,0,1,0,0,0,1
3909,0,1,0,0,1,0,0
51605,0,1,0,0,1,0,0
13682,0,0,1,0,0,0,1
54145,0,0,1,0,1,0,0
3307,1,0,1,0,0,0,1
42020,1,0,1,0,1,0,0
47552,0,0,1,0,1,0,0
54979,0,0,0,1,1,0,0
6675,1,0,1,0,0,0,1
51437,0,0,0,1,1,0,0
15575,1,0,0,1,1,0,0
37625,1,0,0,1,1,0,0
33285,1,0,0,1,1,0,0
10007,0,0,0,1,0,0,1
21586,1,1,0,0,1,0,0
52074,1,0,0,1,1,0,0
14661,1,0,0,1,1,0,0
32191,1,0,1,0,0,0,1
39579,0,0,1,0,1,0,0
13444,0,0,0,1,1,0,0
8529,1,0,1,0,0,0,1
28639,1,0,0,1,0,0,1
18890,0,0,0,1,1,0,0
7561,1,0,0,1,0,0,1
16136,0,0,0,1,1,0,0
27443,0,0,0,1,1,0,0
13676,1,0,1,0,0,0,1
6681,0,0,1,0,0,0,1
34054,1,1,0,0,1,0,0
22131,1,0,1,0,0,1,0
7753,1,0,1,0,0,0,1
15581,1,0,0,1,1,0,0
14453,0,0,1,0,1,0,0
20666,1,0,0,1,1,0,0
5004,0,1,0,0,1,0,0
33271,0,1,0,0,1,0,0
5838,1,0,0,1,1,0,0
31142,1,0,0,1,0,1,0
3797,1,0,1,0,1,0,0
19728,0,0,0,1,1,0,0
27027,0,1,0,0,1,0,0
13212,0,0,1,0,0,0,1
28853,1,0,0,1,1,0,0
50949,0,1,0,0,1,0,0
34430,0,0,0,1,1,0,0
50175,0,0,1,0,1,0,0
14037,1,0,0,1,1,0,0
20202,1,0,0,1,1,0,0
5460,0,0,1,0,0,0,1
44747,1,0,1,0,1,0,0
10497,0,0,0,1,1,0,0
25770,1,0,0,1,0,1,0
20030,1,0,0,1,1,0,0
4780,0,0,0,1,0,0,1
57162,0,0,0,1,1,0,0
41007,0,1,0,0,1,0,0
25542,0,0,0,1,1,0,0
11777,1,0,0,1,1,0,0
7939,1,0,0,1,0,0,1
55635,0,0,1,0,1,0,0
2477,1,0,1,0,0,0,1
27215,1,1,0,0,1,0,0
16552,1,0,0,1,1,0,0
8971,1,0,1,0,0,0,1
14498,1,0,1,0,1,0,0
4921,0,0,0,1,1,0,0
39780,1,0,0,1,1,0,0
38652,0,0,1,0,1,0,0
9602,1,0,0,1,1,0,0
23814,1,0,1,0,1,0,0
3338,1,0,0,1,0,0,1
35971,1,0,0,1,1,0,0
19387,1,0,1,0,0,0,1
54946,1,0,0,1,1,0,0
23028,1,0,0,1,0,1,0
51408,1,0,0,1,1,0,0
7798,1,0,0,1,1,0,0
9430,1,0,1,0,0,1,0
17813,1,0,1,0,1,0,0
6478,1,0,0,1,1,0,0
19989,0,0,0,1,1,0,0
3936,0,0,0,1,1,0,0
33088,0,0,1,0,1,0,0
8186,1,0,0,1,1,0,0
9054,0,0,1,0,0,0,1
48373,1,0,0,1,1,0,0
18403,1,0,1,0,1,0,0
12905,0,0,1,0,1,0,0
9868,1,0,0,1,1,0,0
5699,1,0,1,0,1,0,0
40922,1,0,0,1,1,0,0
59033,0,0,1,0,1,0,0
21129,0,0,0,1,1,0,0
56847,1,1,0,0,1,0,0
4579,0,0,1,0,0,0,1
24669,1,0,1,0,1,0,0
